Stimuli not evoking a direct response, each row is a stimulus vector	2014May21

0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
1.7045299e+02	-1.9320467e+02	-1.8092601e+02	4.1536609e+01	-6.3178650e+01	5.5550972e+01	-5.2618924e+00	-3.9469272e+01	1.4946058e+02	-3.8937680e+01	5.7969372e+01	-1.7375231e+02	4.6910414e+01	-1.5352365e+02	-1.6042303e+01	2.2771609e+02	-7.0715303e+01	2.1801091e+00	1.1478198e+02	-2.4780956e+02	
-3.3860816e+01	-2.5406346e+02	1.7332994e+02	-9.9596735e+01	9.7094998e+01	-1.3189342e+02	1.1825868e+02	-6.2454249e+01	-2.3108826e+02	1.0895162e+01	6.2765874e+00	4.7306931e+01	1.6680376e+01	2.1004732e+01	1.2311788e+01	6.3614271e+01	-1.8514299e+01	1.1292517e+02	-2.0812550e+02	-7.0630583e+01	
-3.5251699e+01	1.7753076e+02	-4.9678873e+00	-1.3773314e+02	1.8507769e+01	3.2054823e+01	-5.7808599e+01	-1.2359513e+02	-1.3905439e+01	4.7938775e+01	4.5828195e+01	5.6495915e+01	6.8413018e+01	4.8079946e+00	-5.5113739e+01	7.2017400e+01	1.4371566e+02	9.9976193e+01	-1.5329176e+02	9.2964865e+01	
7.1587744e+00	1.8309521e+02	-1.8412603e+01	-4.7161397e+01	1.3552551e+02	-4.0618065e+01	-9.9172796e+01	-1.5657293e+02	-8.3600456e+01	6.9431128e+01	8.5213603e+01	-3.7301571e+01	1.7049804e+01	-2.3920508e+02	9.7633754e+01	4.4642487e+01	7.8269289e+01	-1.6634365e+02	1.9889160e+02	-5.0158279e+01	
-6.0671727e+01	1.3890783e+02	1.1054670e+02	1.2124116e+01	-4.7155500e+01	1.9005397e+01	5.0831475e+01	1.4316585e+02	3.6583893e+01	1.9941697e+02	-4.0877063e+01	2.3340562e+02	-8.6097745e+01	-2.9069118e+02	-5.9252359e+01	2.3848623e+02	-8.1441389e+01	-1.7403022e+02	-2.0803086e+01	-2.0276719e+01	
5.3100595e+01	-1.0527531e+02	3.4355598e+01	-8.0290049e+01	8.6818825e+01	-9.1510474e+00	1.6269863e+02	-4.9954345e+01	-1.9135318e+02	2.0671764e+01	1.0866592e+01	-1.7217461e+02	-1.9312198e+01	-5.6513531e+00	3.6598066e+01	-7.9782936e+01	4.2867231e+01	-4.9810856e+01	-1.8966203e+02	-1.4504627e+02	
-1.3400833e+02	5.8090960e+01	-7.0005936e-01	-8.8981751e+01	4.3867513e+01	-1.7149600e+01	-1.3813184e+02	-2.1712494e+02	-4.7925115e+00	1.4826016e+02	-1.9958531e+02	3.8404981e+01	-2.8144742e+01	-6.0556791e+01	-9.3619207e+01	1.2576943e+01	1.5079772e+02	-2.2102943e+02	2.7515795e+01	-9.9937022e+01	
6.3069642e+01	8.6960390e+01	8.2109057e+01	4.4358222e+01	6.3105114e+01	-1.0150355e+02	1.6728123e+02	-9.2681891e+01	-1.6790381e+01	-1.2949652e+02	2.1508141e+01	8.7342384e+00	1.3353115e+02	1.0612037e+01	6.8374489e+01	-1.1449089e+02	-1.3161688e+02	1.2958997e+02	-3.4609304e-01	-2.5918615e+02	
1.1875040e+01	-2.6032055e+02	4.4763039e+01	2.6970379e+02	7.0427667e+01	9.3147526e+01	-7.5034271e+01	-1.1299791e+02	1.4745833e+02	4.7716290e+00	9.1738592e+01	8.2408576e+01	1.6451729e+00	1.9126198e+02	-4.7376289e+01	7.4052737e+01	1.7537153e+02	-2.2134962e+01	8.8535186e+01	2.4297015e+02	
2.3834506e+02	-9.7153457e+01	-1.7670605e+02	1.3110120e+02	-5.1919948e+01	8.8406777e+01	2.5690534e+01	-3.0048614e+01	-2.0164627e+01	4.2367555e+01	2.5887314e+01	4.5239154e+01	-6.9152244e+01	4.3599141e+01	-1.3733758e+01	-2.2616040e+02	-7.9027626e+01	1.3195986e+02	-1.7133270e+02	-1.3437414e+02	
-1.9552539e+02	-8.1469818e+01	7.4411246e+01	1.1222111e+01	9.8736958e+00	5.9149741e+01	-1.2037052e+02	-1.0725421e+02	1.2898505e+02	5.2755298e+01	-2.1932018e+02	-6.6917794e+01	7.1390114e+01	-3.6452056e+00	-2.8986112e-01	-2.5011650e+02	-4.0007946e+01	-1.1526559e+02	-9.8811161e+01	7.6736259e+01	
4.4115564e+00	6.9254391e+01	-7.1635219e+01	4.3629979e+01	-1.2069362e+01	1.0597082e+01	-5.5172387e+00	7.3621669e+00	-1.6932699e+02	4.4231390e+01	1.1100367e+02	2.4550134e+02	2.3632087e+01	1.5108730e+02	-3.0993119e+01	-1.8174057e+01	1.9203961e+02	1.5253558e+02	-1.6052869e+01	1.1785967e+02	
-3.6281860e+01	1.2792859e+02	-2.0949971e+02	1.5943454e+01	-5.2002883e+01	9.2399748e+00	-9.6435335e+01	-1.8566562e+01	8.0975405e+01	5.4534182e+00	2.0256332e+01	-2.9952385e+01	3.6444630e+01	1.1711608e+02	-9.7514994e+01	4.0077280e+01	-1.2064071e+02	-2.3179765e+02	-1.5098989e+02	1.0638061e+02	
-1.1577503e+01	7.5944908e+01	2.4611461e+01	-2.3019769e+02	1.0171830e+02	-1.9428295e+01	-1.8752509e+02	-3.3005733e+01	-1.2504791e+02	8.4596851e+01	-1.9501944e+02	1.0108215e+01	1.2702885e+01	-2.6589470e+02	1.8898024e+01	1.4168969e+02	-1.5655325e+02	-6.2969331e+01	-6.0649437e+01	7.3065119e+01	
-5.1950523e+01	5.8682487e+01	-1.6030903e+02	-1.1905208e+01	9.1255089e+01	1.4809932e+02	-9.5507742e+01	-1.9878356e+02	5.5377181e+01	7.4522882e+00	1.3374492e-01	-1.0749190e+02	-5.5287862e+01	4.5621992e+01	6.8299912e+01	2.0652149e+02	-4.1377649e+01	1.0248872e+02	6.1834465e+01	1.6516905e+01	
2.6863101e+01	-1.9845281e+00	2.2204188e+01	-1.4504399e+02	1.0369487e+02	-2.8224632e+01	-4.2895537e+01	1.9455715e+01	2.3540029e+02	-2.0391272e+00	-1.3989461e+02	2.1208135e+02	-5.9534395e+01	9.5021105e+01	-2.5837260e+01	2.0942146e+02	-4.8719815e+01	-1.6491375e+02	-1.2571624e+02	-1.5400662e+02	
-1.4073025e+01	1.8041770e+02	-4.7356695e+01	3.9741317e+01	3.6760357e+01	-1.7387322e+02	2.5090653e+01	6.6394398e+01	3.1990031e+01	1.0409257e+02	-6.7185948e+01	-8.7422487e+00	3.1153062e+01	5.3247240e+01	-4.7643106e+01	-3.4636905e+01	9.3471533e+01	1.3150093e+02	-6.1049013e+01	-1.9598097e+02	
-8.8329625e+01	-2.3501093e+02	4.9858293e+01	-1.8464026e+01	-6.4030279e+01	-2.8922933e+01	2.3985349e+02	-8.4630330e+01	-5.6331566e+01	2.9564900e-01	-3.7470812e+01	1.0644392e+02	-1.8989236e+02	1.3695465e+02	5.9211367e+01	9.7526443e+01	-5.3586379e+01	2.5995421e+02	8.6110194e+01	-1.7795006e+02	
